price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
46100000,ready to move,3969,11615,4 bhk independent floor in unitown trehan luxury floor 63,sector 63,properties for sale in gurgaon,FALSE,4,unitown trehan luxury floor 63,unitown,floor,0.0461
41000000,ready to move,3240,12654,4 bhk independent floor in unitech south city ii,sector 49,yoga reality,FALSE,4,unitech south city ii,unitech,floor,0.041
36800000,ready to move,2375,15494,3 bhk apartment in tata raisina residency,sector 59,keshri real tech,FALSE,3,tata rais,tata,apartment,0.0368
80000000,ready to move,6000,13333,6 bhk apartment in tata raisina residency,sector 59,keshri real tech,FALSE,6,tata rais,tata,apartment,0.08
15000000,ready to move,1480,10135,2 bhk apartment in microtek greenburg,sector 86,keshri real tech,FALSE,2,microtek greenburg,microtek,apartment,0.015
20000000,ready to move,2230,8968,4 bhk apartment in dlf new town heights,sector 86,keshri real tech,FALSE,4,dlf new town heights,dlf,apartment,0.02
75000000,ready to move,5000,15000,5 bhk villa,kadarpur,keshri real tech,FALSE,5,outside socity,outside,plot,0.075
23000000,ready to move,1920,11979,3 bhk apartment in ireo the corridors,sector 67,sagar,FALSE,3,ireo the corridors,ireo,apartment,0.023
32000000,ready to move,2300,13913,4 bhk apartment in bestech park view spa next,sector 67,sagar,FALSE,4,bestech park view spa next,bestech,apartment,0.032
21000000,ready to move,2366,8875,3 bhk apartment in godrej 101,sector 79,angel bricks,FALSE,3,godrej 101,godrej,apartment,0.021
36000000,ready to move,2045,17603,3 bhk apartment in ireo skyon,sector 60,angel bricks,FALSE,3,ireo skyon,ireo,apartment,0.036
22500000,ready to move,1508,14920,3 bhk apartment in dhoot time residency,sector 63,angel bricks,FALSE,3,dhoot time residency,dhoot,apartment,0.0225
40500000,under construction,1946,20811,3 bhk apartment in krisumi waterfall residences,sector 36a,sagar,TRUE,3,krisumi waterfall residences,krisumi,apartment,0.0405
25000000,under construction,1831,13653,3 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,homes solution,TRUE,3,shapoorji pallonji joyville phase 1,shapoorji,apartment,0.025
43000000,under construction,2100,20476,3 bhk apartment in m3m mansion,sector 113,homes solution,TRUE,3,m3m mansion,m3m,apartment,0.043
12000000,ready to move,1550,7741,2 bhk apartment in pareena coban residences,sector 99a,angel bricks,FALSE,2,pareena coban residences,pareena,apartment,0.012
16900000,ready to move,2150,7860,3 bhk apartment in pareena express heights,sector 99a,angel bricks,FALSE,3,pareena express heights,pareena,apartment,0.0169
65000000,ready to move,2905,22375,4 bhk apartment in tata primanti,sector 72,angel bricks,FALSE,4,tata primanti,tata,apartment,0.065
32600000,under construction,1555,21000,3 bhk apartment in m3m m3m crown,sector 111,home,TRUE,3,m3m m3m crown,m3m,apartment,0.0326
52700000,under construction,2510,21000,4 bhk apartment in m3m m3m crown,sector 111,property in gurgaon,TRUE,4,m3m m3m crown,m3m,apartment,0.0527
286000000,under construction,1300,220000,2 bhk apartment in m3m capital,sector 113,properties for sale in gurgaon,TRUE,2,m3m capital,m3m,apartment,0.286
292600000,under construction,1330,220000,2 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,2,m3m capital,m3m,apartment,0.2926
453200000,under construction,2060,220000,4 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,4,m3m capital,m3m,apartment,0.4532
366300000,under construction,1665,220000,3 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,3,m3m capital,m3m,apartment,0.3663
505500000,under construction,2298,220000,4 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,4,m3m capital,m3m,apartment,0.5055
462000000,under construction,2100,220000,4 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,4,m3m capital,m3m,apartment,0.462
372900000,under construction,1695,220000,3 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,3,m3m capital,m3m,apartment,0.3729
452100000,under construction,2055,220000,4 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,4,m3m capital,m3m,apartment,0.4521
288200000,under construction,1310,220000,2 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,2,m3m capital,m3m,apartment,0.2882
494700000,under construction,2249,220000,4 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,4,m3m capital,m3m,apartment,0.4947
363000000,under construction,1650,220000,3 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,3,m3m capital,m3m,apartment,0.363
374000000,under construction,1700,220000,3 bhk apartment in m3m capital,sector 113,khushi housing solutions pvt ltd,TRUE,3,m3m capital,m3m,apartment,0.374
30800000,under construction,2090,14750,3 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,TRUE,3,m3m golf hills phase 1,m3m,apartment,0.0308
20900000,under construction,1420,14750,2 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,TRUE,2,m3m golf hills phase 1,m3m,apartment,0.0209
38700000,under construction,2630,14750,4 bhk apartment in m3m golf hills phase 1,sector 79,khushi housing solutions pvt ltd,TRUE,4,m3m golf hills phase 1,m3m,apartment,0.0387
27600000,ready to move,1370,20200,3 bhk apartment in godrej air,sector 85,empire landbase,FALSE,3,godrej air,godrej,apartment,0.0276
21000000,ready to move,1044,20200,2 bhk apartment in godrej air,sector 85,empire landbase,FALSE,2,godrej air,godrej,apartment,0.021
27700000,ready to move,1376,20200,3 bhk apartment in godrej air,sector 85,empire landbase,FALSE,3,godrej air,godrej,apartment,0.0277
26500000,ready to move,1313,20200,3 bhk apartment in godrej air,sector 85,home,FALSE,3,godrej air,godrej,apartment,0.0265
39400000,ready to move,1951,20200,4 bhk apartment in godrej air,sector 85,property in gurgaon,FALSE,4,godrej air,godrej,apartment,0.0394
39300000,ready to move,1950,20200,4 bhk apartment in godrej air,sector 85,properties for sale in gurgaon,FALSE,4,godrej air,godrej,apartment,0.0393
31900000,ready to move,1582,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,3,godrej air,godrej,apartment,0.0319
37100000,ready to move,1841,20200,4 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,4,godrej air,godrej,apartment,0.0371
26000000,ready to move,1292,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,3,godrej air,godrej,apartment,0.026
43000000,ready to move,2129,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,3,godrej air,godrej,apartment,0.043
36900000,ready to move,1829,20200,3 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,3,godrej air,godrej,apartment,0.0369
52400000,ready to move,2599,20200,4 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,4,godrej air,godrej,apartment,0.0524
30400000,ready to move,1507,20212,3 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,3,godrej air,godrej,apartment,0.0304
19900000,ready to move,990,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,2,godrej air,godrej,apartment,0.0199
28000000,ready to move,1390,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,2,godrej air,godrej,apartment,0.028
25500000,ready to move,1263,20200,2 bhk apartment in godrej air,sector 85,akhilesh sharma,FALSE,2,godrej air,godrej,apartment,0.0255
18400000,under construction,1171,15798,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,2,m3m antalya hills,m3m,apartment,0.0184
17900000,under construction,1138,15817,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,2,m3m antalya hills,m3m,apartment,0.0179
24200000,under construction,1528,15838,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,3,m3m antalya hills,m3m,apartment,0.0242
24900000,under construction,1642,15225,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,3,m3m antalya hills,m3m,apartment,0.0249
19000000,under construction,1213,15664,2 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,2,m3m antalya hills,m3m,apartment,0.019
23900000,under construction,1518,15810,3 bhk apartment in m3m antalya hills,sector 79,akhilesh sharma,TRUE,3,m3m antalya hills,m3m,apartment,0.0239
44100000,under construction,1464,30127,4 bhk apartment in godrej zenith,sector 89,akhilesh sharma,TRUE,4,godrej zenith,godrej,apartment,0.0441
19000000,ready to move,1890,10052,3 bhk apartment in solutrean caladium,sector 109,home,FALSE,3,solutrean caladium,solutrean,apartment,0.019
28500000,ready to move,1855,15363,3 bhk apartment in godrej meridien,sector 106,property in gurgaon,FALSE,3,godrej meridien,godrej,apartment,0.0285
33000000,ready to move,2520,13095,3 bhk apartment in tata gurgaon gateway,sector 112,properties for sale in gurgaon,FALSE,3,tata gurgaon gateway,tata,apartment,0.033
19000000,ready to move,1650,11515,3 bhk apartment in emaar gurgaon greens,sector 102,rising realtors,FALSE,3,emaar gurgaon greens,emaar,apartment,0.019
13700000,under construction,1443,9494,3 bhk apartment in smart smart world gems,sector 89,khatri properties solution,TRUE,3,smart smart world gems,smart,apartment,0.0137
19000000,ready to move,1811,10491,3 bhk apartment in bptp terra,sector 37d,rising realtors,FALSE,3,bptp terra,bptp,apartment,0.019
26500000,ready to move,2095,12649,3 bhk apartment in ats kocoon,sector 109,khatri properties solution,FALSE,3,ats kocoon,ats,apartment,0.0265
11000000,ready to move,1366,8052,2 bhk apartment in m3m woodshire,sector 107,get home fix,FALSE,2,m3m woodshire,m3m,apartment,0.011
21000000,ready to move,1692,12411,3 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,get home fix,FALSE,3,shapoorji pallonji joyville phase 1,shapoorji,apartment,0.021
19600000,under construction,1690,11597,3 bhk independent floor in whiteland blissville,sector 76,get home fix,TRUE,3,whiteland blissville,whiteland,floor,0.0196
27000000,ready to move,3060,8823,4 bhk apartment in solutrean caladium,sector 109,get home fix,FALSE,4,solutrean caladium,solutrean,apartment,0.027
4800000,ready to move,750,6400,2 bhk apartment in signature global solera 2,sector 107,get home fix,FALSE,2,signature global solera 2,signature,apartment,0.0048
29200000,ready to move,1828,16001,3 bhk apartment in m3m heights,sector 65,arihant dream homes,FALSE,3,m3m heights,m3m,apartment,0.0292
39000000,under construction,2100,18571,3 bhk apartment,sector 113,get home fix,FALSE,3,outside socity,outside,plot,0.039
39000000,under construction,2700,14444,4 bhk apartment,sector 89a,get home fix,FALSE,4,outside socity,outside,plot,0.039
18000000,under construction,1400,12857,2 bhk apartment in godrej air,sector 85,arihant dream homes,TRUE,2,godrej air,godrej,apartment,0.018
47500000,ready to move,4500,10555,4 bhk independent floor,sector 56,true blue advisers,FALSE,4,outside socity,outside,plot,0.0475
34000000,ready to move,3200,10625,4 bhk apartment in adani m2k oyster grande,sector 102,thirty three estates developers,FALSE,4,adani m2k oyster grande,adani,apartment,0.034
13500000,ready to move,1350,10000,3 bhk apartment in shree vardhman shree vardhman victoria,sector 70,united prop solutions,FALSE,3,shree vardhman shree vardhman victoria,shree,apartment,0.0135
7000000,ready to move,1200,5833,3 bhk apartment in pivotal riddhi siddhi,sector 99,united prop solutions,FALSE,3,pivotal riddhi siddhi,pivotal,apartment,0.007
5200000,ready to move,590,8813,2 bhk apartment in pivotal riddhi siddhi,sector 99,home,FALSE,2,pivotal riddhi siddhi,pivotal,apartment,0.0052
29000000,ready to move,2215,13092,3 bhk apartment in tata gurgaon gateway,sector 112,property in gurgaon,FALSE,3,tata gurgaon gateway,tata,apartment,0.029
20500000,ready to move,2000,10250,3 bhk apartment in ss the coralwood,sector 84,properties for sale in gurgaon,FALSE,3,ss the coralwood,ss,apartment,0.0205
20000000,ready to move,1650,12121,3 bhk apartment in pareena enorme,sector 99a,shree associate,FALSE,3,pareena enorme,pareena,apartment,0.02
17500000,under construction,1250,14000,2 bhk apartment,sector 89,get home fix,FALSE,2,outside socity,outside,plot,0.0175
16200000,ready to move,1310,12366,2 bhk apartment in godrej nature plus,sector 33 sohna,shree associate,FALSE,2,godrej nature plus,godrej,apartment,0.0162
22000000,ready to move,1800,12222,3 bhk independent floor in 4s 4s,sector 49,shree associate,FALSE,3,4s 4s,4s,floor,0.022
22000000,ready to move,1800,12222,3 bhk independent floor in dhara malibu town floors,sector 47,thirty three estates developers,FALSE,3,dhara malibu town floors,dhara,floor,0.022
14900000,ready to move,1822,8177,3 bhk apartment in umang winter hills,sector 77,thirty three estates developers,FALSE,3,umang w,umang,apartment,0.0149
19500000,ready to move,1689,11545,3 bhk apartment in adani m2k oyster grande,sector 102,thirty three estates developers,FALSE,3,adani m2k oyster grande,adani,apartment,0.0195
30000000,ready to move,2450,12244,4 bhk apartment in puri emerald bay,sector 104,thirty three estates developers,FALSE,4,puri emerald bay,puri,apartment,0.03
18000000,ready to move,1895,9498,3 bhk apartment in microtek greenburg,sector 86,sansiddhi homes,FALSE,3,microtek greenburg,microtek,apartment,0.018
20000000,ready to move,2408,8305,3 bhk apartment in ss the leaf,sector 85,gupta realtors,FALSE,3,ss the leaf,ss,apartment,0.02
10500000,ready to move,1103,9519,2 bhk independent floor in smart smart world gems,sector 89,gupta realtors,FALSE,2,smart smart world gems,smart,floor,0.0105
38000000,ready to move,3044,12483,4 bhk apartment in bptp park prime,sector 66,sagar,FALSE,4,bptp park prime,bptp,apartment,0.038
55500000,under construction,2745,20218,4 bhk apartment,sector 62,sagar,FALSE,4,outside socity,outside,plot,0.0555
66000000,under construction,3700,17837,4 bhk apartment in anant raj the estate floors,sector 63,vandana homes,TRUE,4,anant raj the estate floors,anant,apartment,0.066
37000000,ready to move,2045,18092,3 bhk apartment in m3m merlin,sector 67,homes solution,FALSE,3,m3m merl,m3m,apartment,0.037
100000000,ready to move,3160,31645,4 bhk apartment in abw la lagune,sector 54,angel bricks,FALSE,4,abw la lagune,abw,apartment,0.1
33000000,ready to move,2045,16136,3 bhk apartment in ireo skyon,sector 60,angel bricks,FALSE,3,ireo skyon,ireo,apartment,0.033
33000000,ready to move,2065,15980,3 bhk apartment in emaar palm drive,sector 66,home,FALSE,3,emaar palm drive,emaar,apartment,0.033
43000000,ready to move,2677,16062,3 bhk apartment in ireo victory valley,sector 67,property in gurgaon,FALSE,3,ireo victory valley,ireo,apartment,0.043
22500000,ready to move,2660,8458,3 bhk apartment in bestech park view grand spa,sector 81,properties for sale in gurgaon,FALSE,3,bestech park view grand spa,bestech,apartment,0.0225
17000000,ready to move,1825,9315,3 bhk apartment in godrej icon,sector 88a,angel bricks,FALSE,3,godrej icon,godrej,apartment,0.017
3000000,ready to move,450,6666,1 bhk apartment in gls avenue 51,sector 92,angel bricks,FALSE,1,gls avenue 51,gls,apartment,0.003
45000000,under construction,4500,10000,4 bhk independent floor in uppal southend,sector 49,sam realtors,TRUE,4,uppal southend,uppal,floor,0.045
46100000,ready to move,3969,11615,4 bhk independent floor in unitown trehan luxury floor 63,sector 63,gk realtors,FALSE,4,unitown trehan luxury floor 63,unitown,floor,0.0461
20700000,ready to move,1593,13000,3 bhk apartment in unitown trehan luxury floor 63,sector 63,home,FALSE,3,unitown trehan luxury floor 63,unitown,apartment,0.0207
20700000,ready to move,1593,13000,3 bhk apartment in unitown trehan luxury floor 63,sector 63,property in gurgaon,FALSE,3,unitown trehan luxury floor 63,unitown,apartment,0.0207
